"[count]","uHashT [GB]","cHashT [GB]","iHashT_u8h [GB]","iHashT_u8f [GB]","iHashT_u16 [GB]","dHashT [GB]","fHashT [GB]",
"14800000.000000","0.599327","1.126682","0.750019","0.750156","0.750011","1.000008","0.750008",
"14900000.000000","0.602303","1.128284","0.750019","0.750156","0.750011","1.000008","0.750008",
"15000000.000000","0.605286","1.129883","0.750019","0.750156","0.750011","1.000008","0.750008",
"15100000.000000","0.608261","1.131500","0.750019","0.750156","0.750011","1.000008","0.750008",
"15200000.000000","0.611240","1.133118","0.750019","0.750156","0.750011","1.000008","0.750008",
"15300000.000000","0.614227","1.134750","0.750019","0.750156","0.750011","1.000008","0.750008",
"15400000.000000","0.617203","1.136387","0.750019","0.750156","0.750011","1.000008","0.750008",
"15500000.000000","0.620182","1.138042","0.750019","0.750156","0.750011","1.000008","0.750008",
"15600000.000000","0.623161","1.139698","0.750019","0.750156","0.750011","1.000008","0.750008",
"15700000.000000","0.626144","1.141365","0.750019","0.750156","0.750011","1.000008","0.750008",
"15800000.000000","0.629124","1.143047","0.750019","0.750156","0.750011","1.000008","0.750008",
"15900000.000000","0.632103","1.144718","0.750019","0.750156","0.750011","1.000008","0.750008",
"16000000.000000","0.635086","1.146416","0.750019","0.750156","0.750011","1.000008","0.750008",
"16100000.000000","0.638062","1.148102","0.750019","0.750156","0.750011","1.000008","0.750008",
"16200000.000000","0.641045","1.149803","0.750019","0.750156","0.750011","1.000008","0.750008",
"16300000.000000","0.644024","1.151520","0.750019","0.750156","0.750011","1.000008","0.750008",
"16400000.000000","0.647011","1.153252","0.750019","0.750156","0.750011","1.000008","0.750008",
"16500000.000000","0.649986","1.154987","0.750019","0.750156","0.750011","1.000008","0.750008",
"16600000.000000","0.652969","1.156719","0.750019","0.750156","0.750011","1.000008","0.750008",
"16700000.000000","0.655945","1.158470","0.750019","0.750156","0.750011","1.000008","0.750008",
"16800000.000000","0.658928","1.160240","2.249943","0.750156","0.750011","1.000008","2.250011",
"16900000.000000","0.661903","1.162003","1.500019","0.750156","0.750011","1.000008","1.500008",
"17000000.000000","0.664886","1.163776","1.500019","0.750156","0.750011","1.000008","1.500008",
"17100000.000000","0.667873","1.165565","1.500019","0.750156","0.750011","1.000008","1.500008",
"17200000.000000","0.670845","1.167351","1.500019","0.750156","0.750011","1.000008","1.500008",
"17300000.000000","0.673824","1.169136","1.500019","0.750156","0.750011","1.000008","1.500008",
"17400000.000000","0.676807","1.170944","1.500019","0.750156","0.750011","1.000008","1.500008",
"17500000.000000","0.679787","1.172756","1.500019","0.750156","0.750011","1.000008","1.500008",
"17600000.000000","0.682766","1.174580","1.500019","0.750156","0.750011","1.000008","1.500008",
"17700000.000000","0.685745","1.176411","1.500019","0.750156","0.750011","1.000008","1.500008",
"17800000.000000","0.688728","1.178242","1.500019","0.750156","0.750011","1.000008","1.500008",
"17900000.000000","0.691708","1.180084","1.500019","0.750156","0.750011","1.000008","1.500008",
"18000000.000000","0.694687","1.181938","1.500019","0.750156","0.750011","1.000008","1.500008",
"18100000.000000","0.697670","1.183784","1.500019","0.750156","0.750011","1.000008","1.500008",
"18200000.000000","0.700653","1.185661","1.500019","0.750156","0.750011","1.000008","1.500008",
"18300000.000000","0.703632","1.187546","1.500019","0.750156","0.750011","1.000008","1.500008",
"18400000.000000","0.706608","1.189449","1.500019","0.750156","0.750011","1.000008","1.500008",
"18500000.000000","0.709591","1.191341","1.500019","0.750156","0.750011","1.000008","1.500008",
"18600000.000000","0.712570","1.193237","1.500019","0.750156","0.750011","1.000008","1.500008",
"18700000.000000","0.715549","1.195126","1.500019","0.750156","0.750011","1.000008","1.500008",
"18800000.000000","0.718536","1.197037","1.500019","0.750156","0.750011","1.000008","1.500008",
"18900000.000000","0.721508","1.198952","1.500019","0.750156","0.750011","1.000008","1.500008",
"19000000.000000","0.724491","1.200874","1.500019","0.750156","0.750011","1.000008","1.500008",
"19100000.000000","0.727470","1.202812","1.500019","0.750156","0.750011","1.000008","1.500008",
"19200000.000000","0.730450","1.204762","1.500019","0.750156","0.750011","1.000008","1.500008",
"19300000.000000","0.733437","1.206703","1.500019","0.750156","0.750011","1.000008","1.500008",
"19400000.000000","0.736416","1.208675","1.500019","0.750156","0.750011","1.000008","1.500008",
"19500000.000000","0.739395","1.210636","1.500019","0.750156","0.750011","1.000008","1.500008",
"19600000.000000","0.742374","1.212612","1.500019","0.750156","0.750011","1.000008","1.500008",
"19700000.000000","0.745358","1.214600","1.500019","0.750156","0.750011","1.000008","1.500008",
"19800000.000000","0.748333","1.216591","1.500019","0.750156","0.750011","1.000008","1.500008",
"19900000.000000","0.751312","1.218586","1.500019","0.750156","0.750011","1.000008","1.500008",
"20000000.000000","0.754292","1.220589","1.500019","0.750156","0.750011","1.000008","1.500008",
